male_age,male_imprace,male_imprelig,male_date,male_go_out,male_sports,male_tvsports,male_exercise,male_dining,male_museums,male_art,male_hiking,male_gaming,male_clubbing,male_reading,male_tv,male_theater,male_movies,male_concerts,male_music,male_shopping,male_yoga,male_exphappy,male_attr1_1,male_sinc1_1,male_intel1_1,male_fun1_1,male_amb1_1,male_shar1_1,male_attr2_1,male_sinc2_1,male_intel2_1,male_fun2_1,male_amb2_1,male_shar2_1,male_attr3_1,male_sinc3_1,male_fun3_1,male_intel3_1,male_amb3_1,male_study_law,male_study_math,"male_study_social science, psychologist","male_study_medical science, pharmaceuticals, and bio tech",male_study_engineering,male_study_english/creative writing/ journalism,male_study_history/religion/philosophy,male_study_business/econ/finance,"male_study_education, academia",male_study_biological sciences/chemistry/physics,male_study_social work,male_study_undergrad/undecided,male_study_political science/international affairs,male_study_film,male_study_fine arts/arts administration,male_study_languages,male_study_architecture,male_study_other,male_race_black/african american,male_race_european/caucasian-american,male_race_latino/hispanic american,male_race_asian/pacific islander/asian-american,male_race_other,male_career_lawyer,male_career_academic/research,male_career_psychologist,male_career_doctor/medicine,male_career_engineer,male_career_creative arts/entertainment,male_career_banking/consulting/finance/marketing/business/ceo/entrepreneur/admin,male_career_real estate,male_career_international/humanitarian affairs,male_career_undecided,male_career_social work,male_career_speech pathology,male_career_politics,male_career_pro sports/athletics,male_career_other,male_career_journalism,male_career_architecture,male_goal_seemed like a fun night out,male_goal_to meet new people,male_goal_to get a date,male_goal_looking for a serious relationship,male_goal_to say i did it,male_goal_other,male_3_1sum,female_age,female_imprace,female_imprelig,female_date,female_go_out,female_sports,female_tvsports,female_exercise,female_dining,female_museums,female_art,female_hiking,female_gaming,female_clubbing,female_reading,female_tv,female_theater,female_movies,female_concerts,female_music,female_shopping,female_yoga,female_exphappy,female_attr1_1,female_sinc1_1,female_intel1_1,female_fun1_1,female_amb1_1,female_shar1_1,female_attr2_1,female_sinc2_1,female_intel2_1,female_fun2_1,female_amb2_1,female_shar2_1,female_attr3_1,female_sinc3_1,female_fun3_1,female_intel3_1,female_amb3_1,female_study_law,female_study_math,"female_study_social science, psychologist","female_study_medical science, pharmaceuticals, and bio tech",female_study_engineering,female_study_english/creative writing/ journalism,female_study_history/religion/philosophy,female_study_business/econ/finance,"female_study_education, academia",female_study_biological sciences/chemistry/physics,female_study_social work,female_study_undergrad/undecided,female_study_political science/international affairs,female_study_film,female_study_fine arts/arts administration,female_study_languages,female_study_architecture,female_study_other,female_race_black/african american,female_race_european/caucasian-american,female_race_latino/hispanic american,female_race_asian/pacific islander/asian-american,female_race_other,female_career_lawyer,female_career_academic/research,female_career_psychologist,female_career_doctor/medicine,female_career_engineer,female_career_creative arts/entertainment,female_career_banking/consulting/finance/marketing/business/ceo/entrepreneur/admin,female_career_real estate,female_career_international/humanitarian affairs,female_career_undecided,female_career_social work,female_career_speech pathology,female_career_politics,female_career_pro sports/athletics,female_career_other,female_career_journalism,female_career_architecture,female_goal_seemed like a fun night out,female_goal_to meet new people,female_goal_to get a date,female_goal_looking for a serious relationship,female_goal_to say i did it,female_goal_other,female_3_1sum,match
22.0,7.0,3.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,9.0,3.0,6.0,9.0,0.0,3.0,6.0,3.0,6.0,9.0,3.0,3.0,7.0,7.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,26.0,1.0,1.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,9.0,3.0,6.0,6.0,3.0,3.0,18.0,1.5,1.5,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0
25.0,3.0,1.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,9.0,0.0,9.0,9.0,3.0,0.0,9.0,0.0,3.0,9.0,3.0,6.0,7.0,9.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,26.0,1.0,1.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,9.0,3.0,6.0,6.0,3.0,3.0,18.0,1.5,1.5,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0
24.0,3.0,3.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,3.0,4.5,4.5,4.5,6.0,6.0,4.5,7.0,7.0,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,26.0,1.0,1.0,7.0,2.0,8.0,5.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,9.0,7.0,9.0,9.0,2.0,5.0,9.0,3.0,6.0,6.0,3.0,3.0,18.0,1.5,1.5,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0
29.0,1.0,1.0,6.0,4.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,4.054054054054055,5.067567567567567,3.0405405405405403,3.0405405405405403,10.743243243243244,4.054054054054055,4.5,6.0,6.0,6.0,3.0,4.5,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
22.0,1.0,1.0,5.0,2.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,5.0,6.666666666666666,5.0,6.666666666666666,6.666666666666666,1.6666666666666665,3.333333333333333,5.1000000000000005,6.0,5.1000000000000005,6.0,3.3,4.5,5.0,7.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0
27.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,7.0,8.0,8.0,3.0,3.0,7.0,10.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,5.0,6.237623762376238,5.0495049504950495,6.534653465346535,5.94059405940594,2.3762376237623757,3.8613861386138604,5.3999999999999995,4.5,5.1000000000000005,4.200000000000001,6.0,4.799999999999999,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
28.0,2.0,2.0,6.0,1.0,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,3.0,15.0,3.0,9.0,3.0,0.0,0.0,6.0,3.0,12.0,6.0,3.0,0.0,5.0,9.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
26.0,5.0,1.0,2.0,1.0,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,3.0,7.5,3.0,6.0,6.0,4.5,3.0,6.0,1.5,7.5,9.0,4.5,1.5,8.0,6.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
21.0,6.0,7.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,18.0,4.5,0.0,4.5,0.0,3.0,24.0,3.0,0.0,3.0,0.0,0.0,6.0,8.0,8.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
22.0,8.0,1.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,6.299999999999999,6.0,5.700000000000001,6.0,3.0,3.0,9.0,4.5,3.0,6.0,3.0,4.5,7.0,9.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
22.0,7.0,3.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,9.0,3.0,6.0,9.0,0.0,3.0,6.0,3.0,6.0,9.0,3.0,3.0,7.0,7.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
25.0,3.0,1.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,9.0,0.0,9.0,9.0,3.0,0.0,9.0,0.0,3.0,9.0,3.0,6.0,7.0,9.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
24.0,3.0,3.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,3.0,4.5,4.5,4.5,6.0,6.0,4.5,7.0,7.0,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,24.0,1.0,3.0,6.0,1.0,5.0,3.0,8.0,6.0,9.0,8.0,5.0,1.0,2.0,10.0,1.0,8.0,9.0,4.0,5.0,6.0,2.0,6.0,1.5,4.5,13.5,7.5,0.0,3.0,15.0,1.5,6.0,4.5,0.0,3.0,6.0,8.0,9.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0
29.0,1.0,1.0,6.0,4.0,4.0,2.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,8.0,6.0,4.0,8.0,4.0,6.0,4.0,2.0,5.0,4.054054054054055,5.067567567567567,3.0405405405405403,3.0405405405405403,10.743243243243244,4.054054054054055,4.5,6.0,6.0,6.0,3.0,4.5,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,27.0,6.0,3.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,3.0,7.5,7.5,3.0,3.0,6.0,6.0,4.5,4.5,6.0,4.5,4.5,8.0,8.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0
22.0,1.0,1.0,5.0,2.0,9.0,9.0,6.0,7.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,3.0,9.0,9.0,9.0,2.0,1.0,5.0,6.666666666666666,5.0,6.666666666666666,6.666666666666666,1.6666666666666665,3.333333333333333,5.1000000000000005,6.0,5.1000000000000005,6.0,3.3,4.5,5.0,7.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,27.0,6.0,3.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,3.0,7.5,7.5,3.0,3.0,6.0,6.0,4.5,4.5,6.0,4.5,4.5,8.0,8.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0
27.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,7.0,8.0,8.0,3.0,3.0,7.0,10.0,7.0,5.0,9.0,7.0,7.0,7.0,1.0,5.0,6.237623762376238,5.0495049504950495,6.534653465346535,5.94059405940594,2.3762376237623757,3.8613861386138604,5.3999999999999995,4.5,5.1000000000000005,4.200000000000001,6.0,4.799999999999999,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,27.0,6.0,3.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,3.0,7.5,7.5,3.0,3.0,6.0,6.0,4.5,4.5,6.0,4.5,4.5,8.0,8.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0
28.0,2.0,2.0,6.0,1.0,10.0,7.0,5.0,5.0,3.0,2.0,1.0,3.0,9.0,8.0,2.0,4.0,7.0,6.0,7.0,2.0,1.0,3.0,15.0,3.0,9.0,3.0,0.0,0.0,6.0,3.0,12.0,6.0,3.0,0.0,5.0,9.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,27.0,6.0,3.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,3.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,3.0,3.0,7.5,7.5,3.0,3.0,6.0,6.0,4.5,4.5,6.0,4.5,4.5,8.0,8.0,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0
