2000,0.003847
2000,0.003841
5000,0.002469
5000,0.002298
5000,0.001099
5000,0.001098
5000,0.001409
5000,0.001856
5000,0.001905
5000,0.002218
5000,0.002207
5000,0.001910
10000,0.004187
10000,0.004739
10000,0.004371
10000,0.002016
10000,0.004291
10000,0.004525
10000,0.004317
10000,0.004267
10000,0.015683
10000,0.003778
100,0.000237
100,0.000256
100,0.000208
100,0.000268
100,0.000184
100,0.000197
100,0.000507
100,0.000211
100,0.000197
100,0.000195
1000,0.001099
1000,0.000316
1000,0.001420
1000,0.002212
1000,0.002082
1000,0.002088
1000,0.002007
1000,0.001208
1000,0.001732
1000,0.001684
10000,0.003553
10000,0.002590
10000,0.001306
10000,0.011284
10000,0.002955
10000,0.007581
10000,0.018334
10000,0.018260
10000,0.016949
10000,0.012317
2000,0.003302
2000,0.002692
2000,0.001974
2000,0.002029
2000,0.001713
2000,0.001702
2000,0.001701
2000,0.001792
2000,0.004112
2000,0.002627
5000,0.008445
5000,0.008030
5000,0.001949
5000,0.009281
5000,0.011294
5000,0.009198
5000,0.005829
5000,0.005732
5000,0.002443
5000,0.010546
100,0.000103
100,0.000190
100,0.000181
100,0.000189
100,0.000222
100,0.000226
100,0.000212
100,0.000224
100,0.000242
100,0.000228
1000,0.000662
1000,0.000670
1000,0.000752
1000,0.000720
1000,0.000780
1000,0.000657
1000,0.000817
1000,0.000495
1000,0.000494
1000,0.001269
2000,0.000856
2000,0.000865
2000,0.000857
2000,0.000739
2000,0.006852
2000,0.001316
2000,0.005647
2000,0.001218
2000,0.003773
2000,0.001221
5000,0.002302
5000,0.001586
5000,0.001336
5000,0.001253
5000,0.001427
5000,0.004042
5000,0.004047
5000,0.003587
5000,0.006927
5000,0.007001
10000,0.003580
10000,0.003601
10000,0.003548
10000,0.008561
10000,0.008913
10000,0.004740
10000,0.014354
10000,0.001794
10000,0.004242
10000,0.002544
100,0.000155
100,0.000128
100,0.000212
100,0.000129
100,0.000137
100,0.000096
100,0.000144
100,0.000211
100,0.000212
100,0.000257
1000,0.001006
1000,0.001428
1000,0.003067
1000,0.001953
1000,0.001952
1000,0.001958
1000,0.001925
1000,0.002017
1000,0.001924
1000,0.002957
2000,0.003106
2000,0.002439
2000,0.002448
2000,0.000993
2000,0.001401
2000,0.000388
2000,0.000926
2000,0.003215
2000,0.000928
2000,0.003357
5000,0.002811
5000,0.002346
5000,0.000838
5000,0.000701
5000,0.002466
5000,0.002516
5000,0.004069
5000,0.000547
5000,0.001952
5000,0.001942
10000,0.003933
10000,0.004218
10000,0.005305
10000,0.005271
10000,0.004966
10000,0.018478
10000,0.003117
10000,0.003007
10000,0.000951
10000,0.004854
